ENGLISHword	POLISHword	NumberoflettersinPolish	Ciepło_M	Kompetencja_M	Ciepło_N	Kompetencja_N	subtlex_plfrequency	Kazojć2011frequency	partofspeach	NumberofLetters	Valence_N	Valence_MIN	Valence_MAX	Valence_M	Valence_SD	arousal_N	arousal_MIN	arousal_MAX	arousal_M	arousal_SD	dominance_N	dominance_MIN	dominance_MAX	dominance_M	dominance_SD	origin_N	origin_MIN	origin_MAX	origin_M	origin_SD	significance_N	significance_MIN	significance_MAX	significance_M	significance_SD	concretness_N	concretness_MIN	concretness_MAX	concretness_M	concretness_SD	imegability_N	imegability_MIN	imegability_MAX	imegability_M	imegability_SD	ageOfAquisition_N	ageOfAquisition_MIN	ageOfAquisition_MAX	ageOfAquisition_M	ageOfAquisition_SD	Valence_N_Female	Valence_MIN_Female	Valence_MAX_Female	Valence_M_Female	Valence_SD_Female	arousal_N_Female	arousal_MIN_Female	arousal_MAX_Female	arousal_M_Female	arousal_SD_Female	dominance_N_Female	dominance_MIN_Female	dominance_MAX_Female	dominance_M_Female	dominance_SD_Female	origin_N_Female	origin_MIN_Female	origin_MAX_Female	origin_M_Female	origin_SD_Female	significance_N_Female	significance_MIN_Female	significance_MAX_Female	significance_M_Female	significance_SD_Female	concretness_N_Female	concretness_MIN_Female	concretness_MAX_Female	concretness_M_Female	concretness_SD_Female	imegability_N_Female	imegability_MIN_Female	imegability_MAX_Female	imegability_M_Female	imegability_SD_Female	ageOfAquisition_N_Female	ageOfAquisition_MIN_Female	ageOfAquisition_MAX_Female	ageOfAquisition_M_Female	ageOfAquisition_SD_Female	Valence_N_Male	Valence_MIN_Male	Valence_MAX_Male	Valence_M_Male	Valence_SD_Male	arousal_N_Male	arousal_MIN_Male	arousal_MAX_Male	arousal_M_Male	arousal_SD_Male	dominance_N_Male	dominance_MIN_Male	dominance_MAX_Male	dominance_M_Male	dominance_SD_Male	origin_N_Male	origin_MIN_Male	origin_MAX_Male	origin_M_Male	origin_SD_Male	significance_N_Male	significance_MIN_Male	significance_MAX_Male	significance_M_Male	significance_SD_Male	concretness_N_Male	concretness_MIN_Male	concretness_MAX_Male	concretness_M_Male	concretness_SD_Male	imegability_N_Male	imegability_MIN_Male	imegability_MAX_Male	imegability_M_Male	imegability_SD_Male	ageOfAquisition_N_Male	ageOfAquisition_MIN_Male	ageOfAquisition_MAX_Male	ageOfAquisition_M_Male	ageOfAquisition_SD_Male	Ady	POSITIVITYmean	NEGEATIVITYmean	AUTOMATICITYmean	REFLECTIVENESSmean	SUBJECTIVESIGNIFICANCEmean	AROUSALmean	ambiVALmean	ambiORImean	ambiACTmean	CategoryambiACT	CategoryambiORI	CategoryambiVAL	V1
violence	przemoc	7	21	19,8461538461538	27	26	1530	551	N	7	50	1	6	2,08	1,17525507435446	50	1	9	6,68	2,28070880496858	50	1	9	5,42	2,78545786365619	50	1	9	4,6	2,44948974278318	50	1	9	4,9	2,68973862625182	50	1	9	4,88	2,03680421949961	50	1	9	6,8	2,01017818278147	50	4	15	8,6	3,07723703264829	25	1	4	1,64	0,952190457139047	25	2	9	7,08	2,01907569612104	25	1	9	5,36	3,03973683071413	25	1	9	4,8	2,44948974278318	25	1	9	5,2	3,01385688667085	25	1	9	4,64	2,23383079036887	25	3	9	7,36	1,82300118851671	25	4	15	8,96	3,16859590355097	25	1	6	2,52	1,22882057274445	25	1	9	6,28	2,49198715887542	25	1	9	5,48	2,5677486896761	25	1	9	4,4	2,48327740429189	25	1	8	4,6	2,34520787991171	25	1	8	5,12	1,83303027798234	25	1	9	6,24	2,06720423116182	25	5	15	8,24	3,00388637157489	 	4,45	92,25	40,58	31,11	58,63	85,79	96,7	71,68	144,42	2	0,1	0,2	2950
alcoholism	alkoholizm	10	16,4333333333333	16,1071428571429	30	28	115	86	N	10	50	1	6	2,08	1,25908940208747	50	1	9	6,1	2,37546987833084	50	1	8	2,3	1,51522881682832	50	1	9	4,6	2,4660966430903	50	1	9	4,32	2,48620684774938	50	1	9	4,92	2,08825676738533	50	1	9	6,8	1,91662969499982	50	3	17	10,96	3,90687515405698	25	1	6	2	1,44337567297406	25	1	9	6,36	2,343074902772	25	1	8	2,64	1,9122412679018	25	1	9	4,92	2,43104915622864	25	1	9	4,92	2,54820198048219	25	1	8	4,2	1,95789002074512	25	3	9	7,16	1,88591268797542	25	3	16	11,4	3,3166247903554	25	1	5	2,16	1,06770782520313	25	1	9	5,84	2,42693221990232	25	1	4	1,96	0,888819441731559	25	1	9	4,28	2,5086516962969	25	1	8	3,72	2,31876403859182	25	1	9	5,64	1,99749843554382	25	1	9	6,44	1,91659420152867	25	3	17	10,52	4,44522215417857	 	12,38	89,35	42,42	35,31	61	77,38	101,73	77,73	138,38	2	0,1	0,2	31
terror	terror	6	15,4193548387097	24,5714285714286	31	28	350	324	N	6	50	1	5	2,1	1,12938487863156	50	1	9	6,42	2,30429944199259	50	1	9	5,48	2,85170911874952	50	1	9	5,08	2,5938703254608	50	1	9	4,3	2,56546928515257	50	1	9	5,84	2,18865348596635	50	1	9	5,7	2,07265973264956	50	4	17	10,58	3,41120602289165	25	1	4	1,84	0,898146239020499	25	1	9	6,56	2,31084400165827	25	1	9	6,04	3,1288975694324	25	1	9	5,72	2,5086516962969	25	1	9	4,56	2,7700782179089	25	2	9	6,04	1,94679223339318	25	2	9	5,72	2,31876403859182	25	4	16	10,68	3,10537169004506	25	1	5	2,36	1,28711563842052	25	1	9	6,28	2,33666428910958	25	1	9	4,92	2,48193472919817	25	1	9	4,44	2,56709953059869	25	1	8	4,04	2,37135685491099	25	1	9	5,64	2,43036348447442	25	1	9	5,68	1,84210025061975	25	6	17	10,48	3,75410886008029	 	4,96	86,09	45	46,91	60	90,86	91,04	91,91	150,86	2	0,1	0,2	3860
traitor	zdrajca	7	13,8965517241379	24,0344827586207	29	29	909	543	N	7	50	1	5	2,1	1,14731274315779	50	1	9	6,26	2,27506447542634	50	1	9	4,4	2,33867222053499	50	1	9	4,72	2,46642764056083	50	1	9	4,54	2,68183610572294	50	1	8	4,24	2,2728207772973	50	1	9	5,48	2,36677684902088	50	3	16	9,12	3,36633998549748	25	1	6	2,2	1,22474487139159	25	1	9	6,32	2,71906846793775	25	1	9	4,8	2,56580071972344	25	1	9	4,16	2,1540659228538	25	1	9	5,2	2,85773803324704	25	1	9	4,92	2,27156333832011	25	2	9	6,16	2,28546129552293	25	4	15	9,88	3,03205101100449	25	1	7	2,64	1,31909059582729	25	1	9	6,08	2,56450125105578	25	1	8	3,68	1,93045763140937	25	1	9	3,92	1,84661853126194	25	1	8	3,8	1,87082869338697	25	2	9	5,92	2,17791949652262	25	1	9	5,6	2,14087209644419	25	4	17	10,08	4,1424630354416	 	3,86	87,29	39,76	66,24	41	87,33	91,14	106	128,33	1	1	0,2	4701
disaster	katastrofa	10	23,7142857142857	24,4285714285714	28	28	1692	910	N	10	50	1	6	2,1	1,11116779900743	50	1	9	5,96	2,68753737515539	50	1	9	3,72	2,32150549323107	50	1	9	4,24	2,63849060128347	50	1	9	5,18	2,51274303322493	50	1	9	4,54	2,2242632350456	50	1	9	6,92	2,00855313952251	50	4	17	9,14	3,29507982003595	25	1	6	1,96	1,13578166916005	25	1	9	6	2,67706306736817	25	1	8	3,08	2,03960780543711	25	1	9	4,32	2,71906846793775	25	1	9	5,56	2,64701089281224	25	1	9	3,96	2,38886304895586	25	2	9	6,88	2,1855586623714	25	4	17	9,44	3,33016516106934	25	1	6	2,24	1,09087121146357	25	1	9	5,92	2,75257455242663	25	1	9	4,36	2,44744765010408	25	1	9	4,16	2,60895892391327	25	1	9	4,8	2,3629078131263	25	1	8	5,12	1,92180470738661	25	1	9	6,96	1,85921130231791	25	5	16	8,84	3,3	 	5,14	92,5	32,74	71	29,57	90,63	97,64	103,74	120,2	0,2	0,2	0,2	1165
syphilis	syfilis	7	19,3928571428571	18,6206896551724	28	29	180	55	N	7	49	1	5	2,10204081632653	1,15911061377506	46	1	9	5,39130434782609	2,4897858977079	49	1	5	2,61224489795918	1,18701878900133	47	1	9	5,74468085106383	2,3356228580531	50	1	8	3,16	2,23478985908871	50	1	9	3,58	2,5958365408744	47	1	9	4,8936170212766	2,64767365118555	49	5	18	13,2857142857143	3,36650164612069	24	1	5	2,04166666666667	1,12207752451178	21	1	8	5,76190476190476	2,09534631755139	24	1	5	2,45833333333333	1,31807391317016	22	1	9	6,09090909090909	2,20192753025272	25	1	8	3,16	2,17332310836041	25	1	9	3	2,53311402559511	24	1	9	4,54166666666667	2,39527009762567	25	5	18	13,6	3,21455025366432	25	1	5	2,16	1,21380943040221	25	1	9	5,08	2,78268455512538	25	1	5	2,76	1,05198225587063	25	1	9	5,44	2,45085019262024	25	1	8	3,16	2,33951561938221	25	1	9	4,16	2,57681974534503	23	1	9	5,26086956521739	2,89541002441557	24	5	18	12,9583333333333	3,55673478331469	 	8,04	77,52	13,83	33,91	48,75	64	85,57	47,74	112,75	1	0	0,2	3616
cruelty	okrucieństwo	12	15,2	22,6428571428571	30	28	282	655	N	12	50	1	6	2,12	1,15422913581281	50	1	9	6,64	2,25660029645464	50	1	9	4,9	2,45988219396037	50	1	9	4,7	2,14998813475606	50	1	9	4,44	2,63539487030862	50	1	9	6,22	2,09264991660559	50	1	9	6,28	2,07059096365639	50	4	15	10,28	3,2516243978187	25	1	6	1,96	1,30639452948436	25	2	9	7,04	1,85921130231791	25	1	9	4,88	2,58714772159097	25	1	8	4,64	2,07926268983343	25	1	9	5,16	2,79404127862612	25	1	9	6,08	2,13931453196267	25	2	9	6,68	2,03551795210294	25	4	15	10,72	3,24704994315353	25	1	4	2,28	0,979795897113271	25	1	9	6,24	2,5703436864876	25	1	9	4,92	2,37907545067406	25	1	9	4,76	2,25979350089044	25	1	8	3,72	2,30072452356499	25	2	9	6,36	2,07926268983343	25	1	9	5,88	2,06801031589948	25	5	15	9,84	3,26190128606002	 	6,92	89,16	31,54	34,83	66,17	83,79	96,08	66,37	149,97	2	0	0,2	2271
burial	pochówek	8	21,3846153846154	43,9666666666667	26	30	148	91	N	8	50	1	7	2,13	1,33706749216392	50	1	9	5,06	2,50552044066445	50	1	8	3,15	1,63200822240782	50	1	9	5,13	2,17359541226666	50	1	9	4,05	2,37494884651275	50	1	9	3,7	1,94504653983668	50	1	9	7,11	1,87784753781962	50	3	18	11,37	3,35047753864021	25	1	7	1,98	1,37293959303449	25	1	9	5,4	2,61410701782187	25	1	7	2,92	1,64618003775708	25	1	9	5,22	2,14855634929432	25	1	9	5,16	2,50915949840654	25	1	8	3,16	1,81618129128113	25	3	9	7,44	1,86859587840901	25	4	18	11,58	3,37932693352786	25	1	6	2,28	1,30763436419526	25	1	9	4,72	2,3642333240911	25	1	8	3,38	1,59746234570083	25	1	9	5,04	2,23260145441917	25	1	7	2,94	1,62450973997297	25	1	9	4,24	1,93762856416301	25	1	9	6,78	1,85812991372771	25	3	17	11,16	3,36867764996166	 	9,92	72,85	53,73	33,88	60,85	51,19	82,77	87,62	112,04	1	0,1	0,2	2607
toothache	ból zęba	8	21,5	28,0740740740741	28	27	4486,5	6613,5	N	8	50	1	8	2,14	1,24556355575642	50	1	9	6,04	2,40713225940863	50	1	8	3,34	1,68559321599131	50	1	9	4,86	2,25886010624647	50	1	9	3,52	2,44314952302079	50	1	9	3,62	2,43184653114057	50	1	9	7,24	2,06585456943145	50	4	14	7,36	2,49701863045039	25	1	3	1,84	0,850490054811538	25	1	9	6,76	1,98494332412792	25	1	8	3,24	1,76257387552031	25	1	9	4,88	2,29709962053601	25	1	9	4,6	2,61406452355969	25	1	8	2,8	2,19848432637882	25	5	9	7,84	1,491084616423	25	4	14	7,84	2,70308465769511	25	1	8	2,44	1,50222057856583	25	1	9	5,32	2,60959767013998	25	1	8	3,44	1,6350331291241	25	1	9	4,84	2,26715680975093	25	1	7	2,44	1,70977581376429	25	1	9	4,44	2,41660919471891	25	1	9	6,64	2,39582971014219	25	4	13	6,88	2,22336081942031	 	10,7	84,15	23,05	48,45	61,1	79,8	94,85	71,5	140,9	2	0	0,2	246
carnage	rzeź	4	12,5862068965517	21,6333333333333	29	30	484	624	N	4	50	1	8	2,16	1,29929337153167	50	1	9	6,48	2,27891846886963	50	1	9	4,26	2,50558559695602	50	1	9	4,78	2,62087382218922	50	1	9	4,52	2,7047954390946	50	1	9	3,64	2,04799553570942	50	1	9	7,1	1,87627507665196	50	4	17	10,46	3,81837661840736	25	1	5	1,92	1,03762549441823	25	1	9	6,92	2,34378611083293	25	1	9	4,08	2,62868788561898	25	1	9	5	2,78388218141501	25	1	9	5,2	2,76887462097269	25	1	8	3,36	1,9122412679018	25	3	9	7,2	1,91485421551268	25	4	17	11,04	3,46987031457949	25	1	8	2,4	1,5	25	1	9	6,04	2,1694853460364	25	1	9	4,44	2,41660919471891	25	1	9	4,56	2,48461935381123	25	1	9	3,84	2,51130776024498	25	1	9	3,92	2,17791949652262	25	1	9	7	1,87082869338697	25	4	17	9,88	4,12633816678501	 	16,25	76,33	35,5	48,83	49,96	88,42	92,58	84,33	138,38	1	1	0,2	3253
hatred	nienawiść	9	13,1935483870968	17,8571428571429	31	28	1577	3223	N	9	50	1	6	2,16	1,23486758771282	50	1	9	5,98	2,38609919906007	50	1	9	4,52	2,35813831793867	50	1	9	3,28	2,44147830761009	50	1	9	5,3	2,54149241066531	50	2	9	7,44	1,61826311525786	50	1	9	5,64	2,23843968980582	50	3	13	8,76	2,72224397233201	25	1	6	2,12	1,33291660154215	25	1	9	6,12	2,48864086065735	25	1	9	4,44	2,58327956933301	25	1	9	3,88	2,81839197652373	25	1	9	6,24	2,10713075057055	25	2	9	7,52	1,55777619273972	25	1	9	5,52	2,5677486896761	25	3	13	8,44	2,95916654932883	25	1	6	2,2	1,15470053837925	25	2	9	5,84	2,32163735324878	25	1	8	4,6	2,16024689946929	25	1	9	2,68	1,8645821694596	25	1	9	4,36	2,62805377925694	25	3	9	7,36	1,70489491367259	25	1	9	5,76	1,89912260443255	25	4	13	9,08	2,48193472919817	 	6,63	94	62,74	28,53	46,11	90,26	100,63	91,26	136,37	1	0,1	0,2	1986
duplicity	dwulicowość	11	13,8620689655172	24,24	29	25	16	40	N	11	50	1	5	2,16	0,976457570893432	50	1	9	5,58	2,17677912222135	50	1	8	3,86	1,82957561712423	50	1	9	5	2,08981983404683	50	1	9	4,96	2,55518680174987	50	1	9	7	1,98976975388345	50	1	9	4,64	2,20166912563526	50	4	18	12,28	3,58021775646028	25	1	3	2,04	0,888819441731559	25	1	9	5,92	2,28983259941275	25	1	8	4,16	2,01411684533611	25	2	9	5,4	2,04124145231931	25	1	9	5,6	2,64575131106459	25	5	9	7,2	1,38443731048635	25	1	9	5	2,3629078131263	25	4	17	12,28	3,50618501128126	25	1	5	2,28	1,06144555520604	25	1	8	5,24	2,04694894904587	25	1	7	3,56	1,60934769394311	25	1	8	4,6	2,10158670215308	25	1	9	4,32	2,34022790912908	25	1	9	6,8	2,46644143115812	25	1	7	4,28	2,01080415091409	25	4	18	12,28	3,72513981840503	 	10,35	80,45	21,68	55,91	62,09	75,5	90,8	77,59	137,59	2	0,2	0,2	631
defeat	klęska	6	22,551724137931	18,3703703703704	29	27	220	710	N	6	50	1	6	2,17	1,16570398342719	50	1	9	5,51	2,48184366429177	50	1	8	2,42	1,37062841595139	50	1	9	4,32	2,07688136549176	50	1	9	4,42	2,56369557045281	50	1	9	6,04	1,99929058104164	50	1	9	5,97	2,17344927294875	50	3	15	9,65	2,9472826215259	25	1	4	2,02	0,97169905660283	25	1	9	5,68	2,60142407609504	25	1	6	2,26	1,24916778226151	25	1	9	4,88	2,18151613432747	25	1	9	5,34	2,61742028389755	25	2	9	6,12	1,81943850497209	25	1	9	5,96	2,31107096087748	25	3	15	9,64	2,67345970014243	25	1	6	2,32	1,33522601739772	25	1	9	5,34	2,39716253743925	25	1	8	2,58	1,4817571405815	25	1	8	3,76	1,84194697814166	25	1	9	3,5	2,18999336073732	25	1	9	5,96	2,19372788842228	25	1	9	5,98	2,07064530599185	25	3	15	9,66	3,24845344234811	 	12,26	87,26	59	33,16	66,68	86,37	99,53	92,16	153,05	2	0,1	0,2	1219
torment	męka	4	19	28,4814814814815	27	27	101	360	N	4	50	1	6	2,18	1,24030937549419	50	1	9	6,14	2,60305942447477	50	1	6	3,04	1,62832078271714	50	1	9	4,04	2,30314780157904	50	1	9	4,2	2,41593350361254	50	1	9	5,52	2,03279238929094	50	1	9	6,14	2,24980724797953	50	4	15	9,78	3,04584025469867	25	1	5	1,92	0,99666109251507	25	1	9	6,64	2,49799919935936	25	1	6	2,76	1,61451747177498	25	2	9	4,28	2,30072452356499	25	1	9	5,16	2,57681974534503	25	3	8	5,84	1,43410831761993	25	1	9	6,28	2,3895606290697	25	4	15	10,36	2,89942523039768	25	1	6	2,44	1,41656862405839	25	1	9	5,64	2,65957390070916	25	1	6	3,32	1,62583311976763	25	1	9	3,8	2,32737334062816	25	1	7	3,24	1,83212081115484	25	1	9	5,2	2,48327740429189	25	1	9	6	2,14087209644419	25	5	15	9,2	3,13581462037113	 	6,04	77,09	33,09	43	54,36	80,95	83,13	76,09	135,32	1	0	0,2	1708
stench	fetor	5	26,7666666666667	29,448275862069	30	29	51	318	N	5	48	1	5	2,1875	1,00331896033625	49	1	9	5,48979591836735	2,30147098775609	48	1	8	3,6875	1,70301672259752	48	1	9	4,91666666666667	2,34142467389965	49	1	7	2,97959183673469	1,72590309594677	50	1	9	4	2,35606035749581	47	1	9	5,87234042553192	2,3462923691627	50	4	17	11,64	3,50370066748673	24	1	4	1,95833333333333	0,999093792292346	24	1	8	5,33333333333333	2,03590951081621	23	1	8	3,65217391304348	1,82429801323871	23	2	9	5,1304347826087	2,22188183603013	25	1	7	2,92	1,77763888346312	25	1	8	3,44	2,02237484161567	23	1	9	5,69565217391304	2,343943503211	25	5	17	12,52	3,45350063944784	24	1	5	2,41666666666667	0,974307632279888	25	1	9	5,64	2,56385126973725	25	1	7	3,72	1,62069943748576	25	1	9	4,72	2,47521042876493	24	1	6	3,04166666666667	1,70623324433032	25	1	9	4,56	2,56709953059869	24	1	9	6,04166666666667	2,38617697996401	25	4	15	10,76	3,3946035605551	 	15,84	73,58	34,16	42,74	26,84	64,58	89,42	76,89	91,42	0,2	0	0,2	755
morgue	kostnica	8	20,3571428571429	33,32	28	25	166	56	N	8	50	1	7	2,2	1,48461497791618	50	1	9	5,38	2,48168803643892	50	1	9	3,4	2,02030508910442	50	1	9	6,24	1,8245491475531	50	1	9	3,9	2,46816464902443	50	1	9	2,42	2,27757479323413	50	1	9	7	1,87355386408629	50	4	17	11,16	3,00584464681998	25	1	7	1,88	1,4525839046334	25	1	9	5,28	2,66958174002346	25	1	9	3,36	2,21509969677815	25	4	9	6,72	1,42945210949277	25	1	9	4,52	2,6	25	1	7	1,88	1,61554944214035	25	2	9	7,24	2,04694894904587	25	4	17	11,8	2,66145323711188	25	1	5	2,52	1,47535306508872	25	1	9	5,48	2,32952069462082	25	1	7	3,44	1,85022521151706	25	1	9	5,76	2,06720423116182	25	1	9	3,28	2,20831761000692	25	1	9	2,96	2,71538824725551	25	1	9	6,76	1,69016764454496	25	4	17	10,52	3,24191301548947	 	23,57	63,04	31,57	52,83	47,09	47,13	86,61	84,39	94,22	1	0,2	0,2	1342
hanging	wisielec	8	14,9655172413793	24,551724137931	29	29	34	94	N	8	50	1	6	2,22	1,43270829592925	50	1	9	5,22	2,34120150559407	50	1	7	2,6	1,65369098611289	50	1	9	5,36	2,22013053486428	50	1	8	3,36	1,97701073051499	50	1	8	2,66	1,95469085190743	50	1	9	7,48	2,11158128193164	50	3	16	9,7	3,17676513684815	25	1	7	2,8	1,44337567297406	25	2	9	5,48	1,93907194296653	25	1	9	3,76	2,2781571499789	25	2	9	6,08	2,1	25	1	8	4,68	2,19317121994613	25	1	8	3	2,16024689946929	25	1	9	6,2	2,64575131106459	25	3	16	10,24	3,2949456242352	25	1	4	2,76	0,969535971483266	25	1	9	4,36	2,4644133852366	25	1	9	4,32	2,03551795210294	25	1	9	5,52	2,2196095752782	25	1	7	3,6	1,6583123951777	25	1	7	3,24	1,92093727122985	25	1	9	5,8	2,23606797749979	25	5	16	9,6	3,3166247903554	 	6,04	93,46	36,46	35,48	43,89	64,62	99,5	71,94	108,5	1	0,1	0,2	4274
sadist	sadysta	7	20,7241379310345	25,3448275862069	29	29	70	43	N	7	50	1	6	2,24	1,18769198233294	50	1	9	6,32	2,51882706748962	50	1	9	5,34	2,4545667559029	50	1	9	4,78	2,25234571602359	50	1	9	3,8	2,29462548631557	50	1	8	4,4	1,88441513689613	50	1	9	6,08	2,10771178760091	50	5	17	11,62	3,00265188913849	25	1	4	2,04	1,13578166916005	25	1	9	6,4	2,59807621135332	25	1	9	5,28	2,80653998130557	25	1	9	5,36	2,48126311919286	25	1	9	4,16	2,35725829443162	25	1	7	4,08	1,82391520270726	25	2	9	6,28	2,18936824982307	25	5	16	12,2	2,70801280154532	25	1	6	2,44	1,22746350930146	25	1	9	6,24	2,48797106092495	25	1	8	5,4	2,10158670215308	25	1	8	4,2	1,87082869338697	25	1	8	3,44	2,21885856541902	25	1	8	4,72	1,92613602842582	25	1	8	5,88	2,04776300712102	25	5	17	11,04	3,22076595444831	 	5,95	80,43	32,57	50,9	35,9	77	86,38	83,48	112,9	0,2	0,2	0,2	3261
necrosis	martwica	8	11,4444444444444	22,4137931034483	27	29	31	14	N	8	50	1	5	2,24	1,09842187352806	50	1	9	5,3	2,42646967878043	50	1	8	2,92	1,65171524946224	50	1	9	5,94	2,03449838374706	50	1	9	3,34	2,15340262309278	50	1	9	3,68	2,28070880496858	50	1	9	5,8	2,54750778573243	50	4	18	12,04	3,59114557357569	25	1	5	2,24	1,12842072532072	25	1	9	5	2,17944947177034	25	1	8	2,96	1,76729548557487	25	1	9	6	2,21735578260835	25	1	9	3,84	2,37486841740758	25	1	7	2,76	1,73877351409933	25	1	9	5,8	2,81365716935569	25	4	17	12,24	3,40685583297366	25	1	5	2,24	1,09087121146357	25	1	9	5,6	2,66145323711188	25	1	6	2,88	1,56311654502578	25	1	9	5,88	1,87794213613377	25	1	6	2,84	1,81842422626478	25	1	9	4,6	2,41522945769824	25	1	9	5,8	2,3094010767585	25	5	18	11,84	3,8262252939418	 	7,93	82,89	28,33	56,41	40,89	75,96	90,81	84,74	116,85	1	0,2	0,2	1661
alcoholic	alkoholik	9	19,8214285714286	15,9259259259259	28	27	126	108	N	9	50	1	5	2,24	1,06061206818689	50	1	9	5,56	2,35744586796986	50	1	9	2,96	2,02997939066647	50	1	9	4,46	2,58890883956771	50	1	9	4,36	2,47237801746102	50	1	8	3,24	2,22747225640663	50	1	9	7,16	1,70664965977921	50	3	16	10	3,15581743348207	25	1	5	2,32	1,21518174223721	25	1	9	5,96	2,11108187114253	25	1	7	2,56	1,68522995463527	25	1	9	4,88	2,57099202643649	25	1	9	4,4	2,34520787991171	25	1	7	2,48	1,63605215890774	25	4	9	7,32	1,6	25	3	15	9,6	3,21455025366432	25	1	4	2,16	0,898146239020499	25	1	9	5,16	2,56059888828115	25	1	9	3,36	2,28910462845192	25	1	9	4,04	2,58972327994067	25	1	9	4,32	2,64133804475434	25	1	8	4	2,5	25	1	9	7	1,82574185835055	25	5	16	10,4	3,1091263510296	 	6,05	83,77	44,09	45,5	42,73	64,82	89,82	89,59	107,55	1	0,1	0,2	30
vomiting	wymioty	7	26,1379310344828	16,7777777777778	29	27	372	306	N	7	50	1	7	2,26	1,24228229727484	50	2	9	5,8	2,28571428571429	50	1	7	2,88	1,34982992125917	50	1	9	4,84	2,44415170376562	50	1	7	2,66	1,77981883966903	50	1	9	2,64	2,14533190429636	50	1	9	7,66	1,64887098046029	50	3	15	8,4	3,17515868155612	25	1	5	2,04	1,09848380355227	25	2	9	5,92	2,21585198061603	25	1	7	3,2	1,52752523165195	25	1	9	5	2,39791576165636	25	1	7	3,2	2,04124145231932	25	1	9	2,12	1,83303027798234	25	4	9	8,12	1,42361043360417	25	3	15	8,32	3,0784195079077	25	1	7	2,48	1,35769412362775	25	2	9	5,68	2,39304547943968	25	1	4	2,56	1,08320512061813	25	1	9	4,68	2,52850416913505	25	1	6	2,12	1,30128141972954	25	1	8	3,16	2,33951561938221	25	1	9	7,2	1,75594229214212	25	4	15	8,48	3,33066559914581	 	4,18	87,5	22,36	45	20,61	66,96	91,68	67,36	87,57	0,2	0	0,2	4444
gangrene	gangrena	8	24,4	31,8928571428571	30	28	87	88	N	8	50	1	5	2,26	1,25860304808667	49	1	9	5,71428571428571	2,42383992870816	50	1	9	3,64	2,02796771700747	49	1	9	5,30612244897959	2,23796858810854	50	1	8	3,06	2,23524641384619	48	1	9	2,875	1,80572376012289	47	1	9	5,29787234042553	2,51010907104973	50	5	18	12,98	3,39561542016063	25	1	5	2,32	1,46401275039985	24	1	9	6,04166666666667	2,21612993392941	25	1	9	3	1,93649167310371	24	2	9	5,625	2,29957462985241	25	1	8	3,44	2,38187601132665	24	1	9	2,16666666666667	1,85722248595015	23	1	9	5,65217391304348	2,69019593156291	25	5	18	13,4	3,42782730020052	25	1	4	2,2	1,04083299973307	25	1	9	5,4	2,61406452355969	25	1	8	4,28	1,94764815439887	25	1	9	5	2,17944947177034	25	1	8	2,68	2,0558858593479	24	1	7	3,58333333333333	1,47196014438797	24	1	9	4,95833333333333	2,33087344454665	25	6	18	12,56	3,37984220538967	 	5,92	83,73	16,62	48,08	43,89	59,23	89,65	64,7	103,12	1	0	0,2	819
disgrace	zhańbienie	10	25,6896551724138	19,125	29	32	10	4	N	10	50	1	5	2,26	1,04608112222988	50	1	9	5,44	2,37469654344916	50	1	5	2,46	1,18166261285201	50	1	9	4,46	2,187254359386	50	1	9	4,34	2,56037305955238	50	1	9	6,64	2,37984736262386	50	1	9	4,32	2,17067656151115	50	4	17	11,64	3,45087980500211	25	1	4	2,72	0,936304793679209	25	1	8	4,84	2,1540659228538	24	1	7	3,91666666666667	1,58571521832364	25	2	9	5,92	2,13931453196267	25	1	8	3,68	2,35796522451032	25	1	8	3,6	2,19848432637882	24	2	9	5,66666666666667	2,58198889747161	25	4	16	11,44	3,59490380028914	25	1	5	3	1,08012344973464	25	1	9	4,52	2,43447461820136	24	1	8	3,25	1,48177332069148	25	1	9	5,4	2,3094010767585	25	1	7	2,92	1,5790292376436	25	1	9	4,92	1,86904610251683	24	2	8	5,625	1,90679562754308	25	5	16	10,8	3,08220700148449	 	5,92	79,38	49,91	41,17	55,43	76,3	85,3	91,08	131,74	1	0,1	0,2	4735
syphilis	kiła	4	15,1111111111111	17,037037037037	27	27	49	5	N	4	50	1	8	2,28	1,30993067272545	49	1	9	5,77551020408163	2,22921236204675	50	1	9	3,38	1,66463822140526	50	1	9	5,2	2,2314999074019	50	1	9	3,28	2,14799384333857	49	1	9	3,06122448979592	2,366503779007	49	1	9	4,71428571428571	2,85773803324704	50	4	18	12,24	4,21154874804303	25	1	3	1,76	0,778888096369862	24	1	9	5,70833333333333	2,15646987431788	25	1	6	3,24	1,56204993518133	25	2	9	5,48	2,23830292855994	25	1	9	3,56	2,02237484161567	25	1	8	2,44	2,21885856541902	25	1	9	4,2	2,75378527364305	25	5	18	12,8	3,947573094109	25	1	8	2,8	1,52752523165195	25	1	9	5,84	2,33951561938221	25	1	9	3,52	1,78232058470598	25	1	9	4,92	2,23457676827925	25	1	8	3	2,27303028283098	24	1	9	3,70833333333333	2,38617697996401	24	1	9	5,25	2,92292289683966	25	4	18	11,68	4,46952644769741	 	40,67	18,76	36,15	44,82	29,26	25,55	59,43	80,97	54,81	0	0,1	0,1	1199
